x,y,z
7.40,8.41,6.62
8.17,9.56,5.16
8.15,8.55,6.69
8.88,8.89,6.43
7.94,8.91,5.27
8.83,8.98,6.30
7.32,8.64,6.97
8.09,9.64,4.42
9.07,9.82,3.90
8.97,9.23,5.88
7.66,8.01,7.80
7.51,9.35,4.94
8.30,9.27,5.36
8.88,8.72,6.40
7.76,8.44,7.38
8.54,8.48,6.83
7.89,8.72,6.57
7.14,8.74,6.16
8.25,8.60,6.81
7.84,8.95,6.32
6.82,8.72,6.56
8.27,7.77,8.25
7.84,8.36,7.37
7.68,8.52,7.40
8.66,9.43,4.95
8.96,9.11,6.09
8.95,8.92,5.70
8.23,9.82,4.95
7.83,9.46,5.23
7.30,9.26,5.73
8.33,9.18,6.22
8.46,8.61,6.77
8.66,9.07,5.71
7.68,9.02,6.06
7.33,8.65,6.64
7.58,8.40,7.43
8.63,9.38,4.98
8.68,9.04,5.53
9.31,8.84,5.75
8.59,8.99,6.28
7.27,9.01,6.06
7.49,9.69,5.18
8.27,9.36,5.69
8.30,8.39,7.09
7.38,9.25,5.36
7.76,9.83,4.06
7.36,9.11,5.41
6.98,8.82,6.02
7.81,8.59,6.53
8.31,9.43,5.19
8.19,9.38,4.26
6.95,8.78,6.37
8.53,9.09,5.25
7.93,8.81,6.44
7.06,8.85,6.44
7.31,9.21,5.54
6.64,8.74,6.64
8.63,8.91,6.14
8.72,9.03,5.98
7.26,7.98,8.44
8.21,8.71,6.52
8.22,9.32,5.27
8.05,8.85,6.01
8.04,9.05,5.88
9.04,9.60,4.66
7.83,9.41,5.59
8.00,9.60,4.83
8.41,9.31,5.38
7.82,8.85,5.81
7.75,8.59,7.01
8.13,8.56,7.26
8.39,9.65,4.73
8.07,8.86,6.44
8.58,8.60,6.51
8.75,9.27,5.78
6.77,9.01,5.53
7.79,9.01,6.44
8.39,9.93,4.65
7.06,8.21,7.52
7.56,8.68,6.36
7.03,8.63,6.63
7.17,9.38,5.41
8.35,9.79,4.17
7.70,9.77,4.12
8.79,8.87,6.47
7.46,8.89,6.34
7.53,9.60,4.73
8.17,8.04,7.40
6.90,8.71,5.80
7.56,8.91,5.98
7.84,8.85,6.13
8.40,8.24,7.45
8.15,8.47,6.86
8.42,9.25,5.15
8.14,8.76,6.47
8.25,8.86,6.67
8.14,8.63,6.84
8.29,8.53,7.00
8.37,8.96,5.80
7.60,8.81,6.06
7.28,8.77,5.60
6.46,9.51,4.93
8.42,9.91,3.96
8.14,8.20,7.63
7.23,8.66,6.85
8.54,10.20,3.47
9.25,9.88,3.93
7.79,8.78,6.63
6.76,9.28,5.18
6.91,8.64,6.61
8.44,9.59,4.86
7.21,9.20,5.37
8.48,9.07,5.44
7.69,9.14,5.71
8.68,8.98,5.53
7.02,9.38,5.58
8.07,9.23,5.89
8.30,9.59,4.45
7.55,8.14,7.45
7.77,8.64,6.85
8.56,9.79,4.62
7.33,9.01,5.92
7.51,8.96,5.63
7.20,8.62,6.76
8.34,10.20,3.70
9.17,9.54,5.12
8.52,9.04,6.15
8.45,9.04,5.98
7.57,7.91,7.63
8.32,9.40,5.24
7.72,9.12,5.50
8.26,8.92,6.66
9.23,8.84,5.73
8.50,9.31,5.32
7.73,8.05,8.02
7.40,8.76,5.61
8.55,9.03,5.85
7.74,9.50,5.00
8.15,8.98,5.82
7.84,8.59,6.91
8.15,8.78,6.46
8.28,9.36,5.96
7.98,8.62,6.34
8.16,9.28,5.61
9.21,9.24,5.24
7.67,10.00,4.16
8.45,9.35,4.99
7.91,9.19,5.74
6.99,8.30,7.00
7.98,10.10,4.02
9.73,9.06,6.02
7.82,10.40,3.55
9.20,10.30,3.24
7.70,8.30,6.99
9.03,9.54,4.95
9.48,9.59,5.11
8.15,8.48,6.72
8.15,8.60,5.80
8.49,9.15,5.80
8.95,8.60,7.21
8.18,9.41,5.37
7.77,8.58,6.99
7.17,8.65,6.59
8.20,9.16,5.97
7.68,9.21,4.79
8.95,8.89,5.80
7.69,8.15,7.29
7.66,8.53,6.43
8.60,9.26,5.58
6.67,9.34,5.33
7.14,8.19,6.98
8.66,9.73,4.80
7.34,8.91,6.88
8.73,8.82,6.63
7.85,8.90,5.93
8.98,10.50,3.23
8.18,9.13,5.96
8.02,9.23,5.75
8.77,9.08,6.82
7.92,9.56,5.41
7.15,8.64,6.11
7.63,9.51,5.14
7.70,9.17,6.16
8.14,8.45,6.86
7.28,8.56,6.69
8.16,9.68,4.91
7.76,9.03,6.09
7.74,9.80,4.75
9.20,9.97,4.72
8.23,8.99,5.92
7.34,9.09,5.82
8.14,9.21,5.46
8.35,8.94,6.31
7.16,9.06,6.40
8.86,9.33,5.86
7.42,8.10,8.05
7.33,8.33,7.03
7.20,9.31,5.10
8.11,9.12,5.65
6.39,10.10,3.96
7.74,9.28,5.39
7.38,9.20,5.74
9.13,9.54,4.86
8.91,8.64,6.57
7.04,9.38,5.51
7.90,9.17,5.30
6.79,8.62,6.79
8.49,9.58,4.89
7.48,9.16,5.99
7.05,8.83,6.14
8.67,9.12,6.30
7.87,9.28,4.79
7.81,9.32,5.06
8.15,9.18,5.49
8.73,8.86,6.10
7.96,8.34,7.04
7.84,9.23,5.53
7.87,8.68,6.89
7.65,9.83,4.59
8.59,8.79,5.91
7.28,9.38,5.27
8.32,9.46,5.46
7.21,8.97,6.38
8.90,9.26,5.56
8.72,8.99,6.13
7.43,8.75,6.78
7.74,8.74,6.98
6.93,8.81,5.55
7.63,8.42,7.52
7.75,9.09,6.09
6.88,9.10,5.77
8.18,9.24,5.30
7.85,9.29,6.27
7.34,8.94,5.95
7.07,9.17,6.01
8.57,9.63,5.50
9.14,9.64,4.75
7.95,9.58,5.43
8.54,9.66,5.31
9.02,9.29,5.47
8.14,8.90,6.62
8.27,9.04,5.47
7.34,9.58,5.01
8.10,9.36,5.24
8.79,9.40,4.98
8.26,9.34,5.19
8.47,9.57,5.25
7.87,8.76,6.34
8.08,8.54,6.72
8.46,9.25,5.40
7.71,9.12,5.96
8.28,9.14,5.35
8.10,9.53,5.02
8.23,9.09,5.82
9.37,9.05,5.97
7.29,8.28,6.76
8.52,9.45,5.09
7.61,8.57,6.62
8.24,8.62,6.29
8.87,9.66,4.76
8.13,8.85,5.50
8.36,8.37,7.61
8.34,9.68,4.65
7.97,8.95,5.75
8.20,9.02,6.24
8.39,9.22,5.35
9.69,8.85,6.37
9.00,9.56,5.03
8.93,8.97,5.82
7.43,9.20,5.15
7.46,8.25,7.11
7.27,9.25,5.77
9.47,8.37,7.26
6.62,9.01,6.07
7.69,9.01,6.06
8.51,8.26,7.27
6.88,8.92,6.25
8.00,9.65,4.52
8.66,9.37,5.50
8.43,9.53,5.16
8.79,9.21,5.66
8.50,8.67,6.53
8.55,9.39,5.78
8.67,9.83,4.32
7.77,8.12,7.71
7.49,8.84,6.04
7.15,8.54,6.70
7.17,9.17,5.55
8.23,8.64,6.22
8.45,9.47,4.57
8.07,8.77,6.45
9.36,9.15,5.65
8.90,8.95,6.31
8.33,8.50,6.30
7.93,9.25,5.45
7.05,8.77,6.15
8.76,9.33,5.40
9.16,9.19,5.81
7.66,9.09,5.68
8.24,9.25,5.64
8.95,9.55,4.87
7.97,8.80,6.61
8.01,8.46,7.32
7.18,8.95,6.26
8.64,8.82,7.11
7.60,9.17,5.50
7.55,10.30,3.73
6.74,8.68,6.50
9.09,9.07,6.02
6.89,9.06,6.02
8.65,8.79,6.24
8.91,9.20,5.21
7.99,9.48,4.96
7.77,9.45,4.69
9.01,8.72,6.59
8.95,9.17,5.22
7.58,8.32,7.00
7.90,8.46,7.22
7.87,9.41,4.75
8.02,9.24,5.65
8.19,9.20,5.32
7.76,9.19,5.72
7.65,8.60,6.60
7.97,8.54,6.74
7.94,8.64,6.50
8.33,9.75,4.53
7.74,9.56,4.78
7.91,8.90,6.02
8.44,9.52,4.68
8.01,8.69,6.55
8.01,8.54,7.24
8.30,8.57,6.95
8.15,9.40,5.40
7.60,8.75,6.43
7.89,9.13,5.94
7.69,9.19,5.49
8.03,9.10,5.97
8.00,9.66,4.50
7.63,9.24,5.95
9.22,9.62,4.79
8.32,9.58,4.86
8.28,9.17,5.41
8.17,9.83,4.46
9.57,9.98,4.38
8.18,8.47,7.41
7.42,9.24,5.21
7.04,8.70,6.59
7.88,8.29,7.41
8.52,9.85,4.15
9.17,8.96,5.98
6.93,9.32,5.51
9.04,9.62,4.36
8.00,9.23,5.19
8.22,9.37,5.41
7.83,9.03,6.07
7.53,9.78,4.69
7.20,9.38,5.77
7.18,9.00,5.99
7.93,8.62,6.83
7.55,9.17,5.51
7.72,9.65,4.57
7.63,8.42,6.93
6.85,9.38,5.19
7.30,8.95,5.85
7.32,8.47,6.85
7.37,9.60,4.80
8.85,8.91,6.13
8.53,9.12,6.10
7.57,9.06,5.16
8.97,8.67,6.30
7.82,8.37,7.01
7.53,8.68,6.74
8.26,9.35,5.12
7.61,8.87,5.74
8.67,9.12,5.20
8.17,9.14,5.73
8.96,9.68,4.27
8.18,8.41,7.43
7.49,9.34,5.58
8.03,8.34,7.26
7.01,9.89,4.39
7.84,9.41,5.65
7.74,8.53,6.67
7.35,9.36,5.15
7.74,8.92,5.79
7.36,8.44,7.03
7.63,9.30,5.30
8.84,8.79,6.02
7.85,8.20,7.16
7.41,8.41,7.87
8.35,8.65,6.97
8.75,9.17,5.30
7.11,8.69,6.71
7.59,9.56,4.88
6.98,8.71,6.19
6.83,9.45,4.66
8.31,8.94,6.36
7.11,9.65,4.18
8.84,9.70,4.96
8.79,8.24,8.24
8.38,9.05,5.84
8.59,9.32,5.66
7.77,8.62,6.78
8.29,8.94,5.97
8.74,9.68,5.11
7.89,8.84,6.34
7.88,9.95,4.32
6.63,9.00,5.77
8.72,9.36,5.32
7.24,8.00,7.83
7.79,8.97,5.88
7.89,9.06,5.49
8.61,8.28,6.93
7.41,8.98,5.82
8.13,9.52,4.87
7.26,8.85,5.92
7.90,9.05,6.04
8.45,9.52,5.22
7.95,8.51,6.51
8.76,8.92,6.10
7.75,9.38,5.76
8.30,9.10,5.60
8.33,8.99,5.93
7.74,9.17,5.64
7.72,8.64,6.28
8.31,8.80,6.16
8.02,8.75,6.53
8.48,9.72,4.42
8.24,9.41,5.27
7.94,8.85,6.17
8.96,8.65,6.82
7.97,8.78,5.85
8.84,10.10,4.14
8.81,8.63,6.26
7.74,9.31,5.41
7.10,8.79,6.08
8.23,9.12,5.72
7.99,8.97,6.42
7.53,8.60,6.89
7.60,9.03,5.80
7.65,8.67,6.05
8.60,9.05,5.52
8.92,9.52,4.74
8.20,9.11,6.04
7.43,8.22,7.09
8.02,8.09,7.76
7.90,9.37,5.73
8.24,9.26,5.68
8.31,9.31,5.43
8.29,9.28,5.54
7.03,8.49,6.57
7.82,9.01,6.22
8.38,8.67,6.61
7.93,8.88,6.08
7.53,8.05,7.60
8.17,9.51,4.68
7.70,8.76,6.71
8.41,8.57,7.08
7.10,8.54,7.07
8.11,8.82,6.17
6.77,8.97,5.89
9.26,9.19,5.47
6.99,8.32,7.33
8.14,9.40,4.82
8.43,8.53,7.08
8.47,8.91,6.05
7.86,8.40,6.87
7.84,8.33,6.68
8.05,9.69,5.23
8.36,8.17,7.60
7.88,8.47,7.06
7.88,10.20,3.87
8.09,9.13,6.03
7.53,8.22,7.87
8.29,9.52,4.98
7.77,8.91,6.34
7.83,8.78,6.60
7.82,8.77,6.48
8.04,8.68,6.66
8.54,9.45,4.93
8.08,9.69,5.35
7.82,9.02,6.13
7.84,9.43,4.96
8.26,8.92,5.97
7.48,8.64,6.78
7.49,9.35,4.77
7.25,8.72,6.61
8.36,8.52,6.43
8.03,8.75,6.14
9.99,9.22,5.67
7.52,8.68,7.06
7.04,8.09,7.71
8.30,9.14,5.83
7.92,8.75,6.27
8.52,9.39,5.45
8.99,9.63,5.31
8.12,8.66,7.15
7.62,8.99,6.09
7.66,9.49,5.01
7.45,8.44,7.04
6.93,8.65,6.87
8.64,9.24,5.43
8.97,9.30,4.89
7.72,9.07,5.67
8.44,9.42,5.51
7.80,9.19,5.83
8.57,9.09,5.70
7.75,9.13,5.84
6.82,8.13,7.93
8.22,9.43,5.23
8.64,9.19,5.39
8.78,9.34,5.13
7.91,9.38,5.16
8.89,9.09,5.84
7.78,8.61,7.24
7.19,8.39,7.85
8.25,8.44,7.11
8.01,9.40,4.99
7.07,9.11,5.33
7.09,8.85,6.26
8.24,9.31,5.38
7.71,8.11,7.51
9.23,8.66,6.41
7.73,8.84,6.16
7.66,8.64,6.06
7.05,8.27,7.55
7.46,9.09,5.90
7.65,8.97,6.01
8.40,9.12,5.91
7.76,8.96,6.23
7.61,9.10,5.08
8.60,8.94,6.05
9.20,8.41,6.89
8.16,9.13,6.18
8.56,9.69,4.54
8.90,9.18,5.47
7.33,9.66,4.68
8.20,9.75,4.62
7.53,9.45,5.28
8.17,9.69,4.82
8.39,9.32,5.58
6.77,8.03,7.71
7.62,8.51,6.87
8.11,9.05,5.47
7.32,8.83,6.24
7.54,9.32,5.17
8.16,9.50,5.33
7.77,8.93,5.99
7.64,8.27,7.15
7.82,9.73,4.10
8.29,9.59,5.08
8.08,8.93,6.17
9.12,9.74,4.97
7.47,8.89,6.19
6.74,9.09,5.82
6.50,8.35,7.33
8.22,8.40,6.78
7.84,8.62,6.82
7.93,8.81,6.48
7.94,8.60,6.90
8.00,8.67,6.66
8.08,8.26,7.50
7.49,8.47,6.56
7.54,8.65,6.59
6.74,8.07,7.69
8.57,9.45,5.52
8.19,8.61,6.67
9.14,8.90,6.13
7.61,9.09,5.54
7.85,8.43,7.28
8.30,8.67,6.30
8.14,9.34,5.94
7.55,9.52,4.67
7.65,8.49,7.18
8.77,9.27,6.10
7.71,9.10,5.66
8.43,9.61,5.05
8.05,9.27,5.63
8.62,8.94,6.32
7.63,9.31,5.22
7.52,9.00,6.18
6.70,9.33,5.30
7.83,8.11,7.13
8.84,8.68,6.59
8.63,9.52,5.69
8.28,9.62,4.91
8.03,9.01,5.70
7.58,8.79,6.16
8.23,9.07,6.11
8.91,9.11,5.80
7.97,8.99,6.16
7.97,9.22,5.68
7.98,8.70,6.64
7.61,8.83,6.03
7.37,8.83,6.23
9.22,9.61,5.24
8.92,9.45,5.39
8.96,8.80,6.59
7.90,8.61,7.30
8.52,9.45,5.74
8.47,8.97,6.73
8.83,8.60,6.36
8.08,9.50,5.37
8.95,9.06,6.25
8.83,8.88,6.10
7.85,9.08,5.45
8.75,9.34,5.14
8.07,9.38,5.18
8.42,9.01,6.16
7.23,9.93,4.21
8.38,8.74,7.14
7.57,8.70,6.25
7.94,9.33,5.56
6.91,9.40,5.50
8.76,8.65,6.93
7.00,8.69,6.31
8.53,9.10,6.00
7.25,9.23,5.61
7.41,8.27,7.28
7.42,8.57,6.74
8.01,9.62,5.18
7.28,8.58,6.60
8.20,9.31,5.21
7.83,9.17,5.34
7.91,9.23,5.24
7.41,9.07,5.90
8.33,9.56,4.82
7.68,8.48,7.08
7.64,9.16,6.03
9.09,9.35,6.02
8.84,9.47,5.47
7.64,9.34,5.44
7.30,8.62,7.25
8.31,9.02,6.20
7.53,9.10,6.42
6.52,8.32,7.20
7.19,8.71,6.66
8.73,9.42,5.46
7.99,8.55,6.87
7.72,9.00,5.76
8.73,10.30,3.77
8.89,8.70,6.87
7.90,8.22,7.51
8.53,9.14,5.55
7.41,8.12,7.82
8.82,9.01,5.55
7.41,9.49,4.90
7.38,8.33,6.82
9.42,8.13,7.34
9.11,9.32,5.81
7.42,9.02,5.98
9.05,9.18,5.37
7.64,9.05,6.02
7.36,8.24,7.44
7.53,8.41,7.18
8.38,9.00,6.30
8.30,8.82,6.15
8.26,8.68,6.73
7.81,9.57,4.88
8.88,9.55,4.69
7.18,8.88,6.03
8.23,8.60,7.18
8.25,8.51,6.99
7.90,8.95,6.02
8.42,9.78,4.76
9.15,9.19,5.81
9.08,9.36,5.13
8.60,8.38,7.40
7.61,9.25,5.86
7.51,8.96,5.91
8.25,9.33,5.24
8.23,9.28,5.32
8.44,9.60,5.06
7.50,8.58,6.24
7.89,10.00,4.30
8.64,9.22,5.94
8.59,8.91,6.29
8.64,9.63,4.70
8.17,8.68,6.68
7.32,9.51,4.57
7.49,8.87,6.86
8.41,9.23,5.39
8.20,9.13,5.76
8.24,8.60,6.83
8.09,8.12,7.56
7.94,9.18,5.64
8.88,9.58,4.65
7.71,9.42,5.22
9.10,9.63,5.45
8.02,9.21,5.29
9.04,8.97,5.61
7.11,9.03,5.49
7.93,8.32,7.05
8.12,8.97,5.93
7.95,7.93,8.25
7.53,9.13,5.89
8.22,9.06,5.64
9.86,9.92,4.59
7.49,8.17,7.23
7.76,9.23,5.62
7.20,8.24,6.80
7.87,8.38,7.11
8.37,9.58,4.85
7.93,9.16,5.29
7.97,9.08,5.50
8.13,8.42,6.61
8.57,8.90,6.11
7.81,8.70,6.07
8.37,9.40,5.02
9.24,9.11,5.73
7.21,9.00,6.21
6.95,9.45,5.58
8.30,8.74,6.47
7.21,9.24,5.56
8.20,8.48,6.73
7.80,9.08,5.28
7.82,8.82,6.49
8.15,8.83,5.51
8.20,8.95,6.28
7.66,8.39,7.29
8.58,8.81,6.65
7.93,10.20,3.59
7.95,8.52,6.50
8.24,9.41,5.34
7.78,8.27,7.19
7.25,8.57,6.26
8.32,8.82,6.49
7.04,8.20,7.36
7.43,8.59,6.56
7.96,8.86,5.91
7.70,8.47,7.03
8.73,9.09,5.33
8.36,8.82,6.17
8.91,8.98,5.89
7.95,8.74,6.47
8.61,9.79,4.57
8.26,9.63,4.95
7.54,8.53,6.73
7.12,8.56,6.68
7.88,8.54,7.19
8.46,9.72,4.83
7.25,9.10,5.55
8.21,8.55,6.58
7.56,8.72,6.15
7.84,9.28,5.57
7.79,9.07,5.81
7.95,8.46,7.36
7.86,8.98,6.23
7.64,9.30,5.26
7.51,9.40,5.39
7.88,8.55,6.80
7.17,8.56,6.83
7.33,8.62,6.56
7.61,8.89,6.03
7.41,8.94,5.98
7.91,8.96,6.32
8.45,8.74,6.72
6.72,7.79,8.17
7.83,8.81,6.86
7.31,9.20,5.60
7.50,8.78,6.26
9.46,8.65,6.78
7.65,9.01,6.56
10.20,9.31,5.83
8.30,8.46,6.94
7.65,8.87,6.83
8.55,8.64,6.89
7.51,9.36,5.15
8.66,9.45,5.16
7.60,8.96,6.26
8.53,8.92,6.56
8.20,9.80,4.47
8.30,9.08,6.28
8.20,9.83,4.38
7.91,9.46,4.92
7.38,9.12,5.32
10.50,9.18,5.83
8.36,9.15,5.61
8.95,9.65,4.89
7.85,9.38,5.28
7.46,9.19,5.81
7.58,8.98,5.92
7.90,8.79,6.54
9.63,8.90,6.47
7.78,9.01,6.02
7.07,9.31,5.47
7.35,8.63,6.84
6.87,8.28,7.90
8.79,10.20,3.57
8.16,8.77,6.50
10.20,9.24,5.11
7.82,9.14,5.47
8.23,9.28,6.09
7.40,9.69,4.75
7.41,9.42,5.64
8.27,8.85,6.14
7.19,8.10,7.52
8.17,8.83,6.27
7.32,8.58,7.59
8.23,9.34,5.90
8.28,9.57,4.69
7.75,9.37,4.93
8.33,9.50,5.28
7.70,8.70,6.48
8.55,8.78,6.35
6.84,8.47,6.88
8.52,8.86,6.38
8.04,9.09,5.43
8.39,7.87,8.01
7.94,8.31,7.03
7.51,8.55,6.60
7.37,8.33,7.06
7.76,9.37,5.25
8.50,9.05,5.62
7.10,8.33,7.22
8.97,9.71,4.65
6.91,7.98,7.78
6.90,7.98,7.93
7.82,8.79,6.16
7.59,9.03,5.61
7.47,8.99,6.17
7.60,8.92,6.14
7.82,9.02,5.65
7.39,8.79,6.33
8.85,9.14,5.61
7.89,9.44,4.80
7.68,9.71,4.82
7.82,9.99,4.31
6.79,8.72,6.41
8.97,9.16,5.38
7.35,9.74,4.70
8.26,9.16,5.96
7.59,8.68,5.76
9.34,9.54,5.41
7.47,8.59,6.56
7.67,9.53,5.05
8.94,10.60,3.17
7.04,8.37,7.08
8.37,9.36,5.28
7.38,8.61,6.38
7.95,8.84,5.97
8.67,9.97,4.04
7.24,8.19,7.44
8.25,9.29,5.41
7.59,9.46,4.67
7.52,8.05,7.52
7.97,8.85,5.93
7.33,8.76,6.66
8.32,9.32,5.46
8.56,9.36,5.13
8.05,9.49,5.39
8.53,8.75,6.84
8.13,8.34,7.45
7.59,8.77,6.52
8.61,9.55,5.25
7.56,9.36,5.39
8.96,9.66,4.83
8.21,8.86,6.20
7.67,8.62,6.60
7.96,8.51,6.40
7.79,8.58,6.71
7.96,9.11,5.97
7.05,9.04,5.69
7.70,9.30,5.26
7.39,8.84,6.30
8.23,9.20,5.36
8.40,9.06,5.99
7.96,8.82,5.95
8.29,8.68,6.80
7.56,9.28,5.30
8.12,9.88,4.07
6.48,8.87,6.10
8.43,9.05,6.10
6.95,8.70,6.29
8.48,8.88,6.29
6.88,9.03,5.88
10.40,10.10,1.19
8.00,10.40,3.87
7.77,9.80,5.47
7.50,8.51,8.76
7.19,5.86,7.88
6.72,8.69,8.02
11.70,7.63,1.78
11.60,8.56,5.67
2.29,10.60,5.36
7.35,7.95,6.85
8.30,8.94,10.00
7.43,11.20,6.73
5.63,11.10,6.35
6.89,10.50,7.35
9.19,10.60,4.62
6.84,5.84,6.23
6.23,12.20,4.20
6.88,10.00,6.78
10.20,10.40,6.15
6.37,9.19,3.82
6.97,10.50,3.64
8.41,5.66,3.01
10.10,11.50,3.15
10.20,7.86,5.60
4.77,8.77,6.02
10.10,7.16,3.04
10.20,9.78,7.29
8.87,10.00,5.00
7.81,9.23,10.20
8.68,10.30,7.21
11.30,7.39,5.49
7.75,7.16,4.39
7.78,7.60,5.90
5.00,9.34,9.59
9.89,5.39,4.18
7.97,11.80,4.31
9.78,6.44,3.39
11.10,8.95,2.83
5.13,11.10,4.20
8.05,6.06,9.17
3.35,5.59,4.29
4.04,4.59,2.73
4.52,4.28,3.51
4.16,5.41,1.97
3.89,4.57,2.61
4.21,4.42,3.40
3.78,6.05,4.40
3.64,3.98,3.03
4.34,5.64,2.98
4.17,5.42,2.84
4.72,5.69,2.76
3.73,4.53,2.36
3.15,4.92,3.57
4.95,7.76,2.92
4.92,6.53,3.67
4.63,4.78,2.71
5.22,5.63,2.10
5.30,5.19,1.52
4.60,4.94,2.27
4.20,4.49,2.11
4.00,5.89,3.82
4.15,5.63,3.04
3.66,5.96,3.44
5.34,6.14,2.54
5.29,5.87,2.35
5.06,5.43,1.46
4.65,5.11,2.05
3.62,4.39,3.10
4.14,4.68,2.20
3.98,4.18,2.68
3.65,5.25,2.51
3.51,4.65,3.75
5.01,5.38,2.65
4.32,4.92,2.20
3.87,5.49,3.00
2.73,4.92,4.48
2.80,5.34,4.76
3.98,5.35,3.79
3.70,4.98,3.08
5.57,4.78,1.17
4.15,4.61,1.89
5.74,4.76,0.34
4.13,4.87,1.78
3.75,3.86,2.41
4.98,5.77,2.76
3.76,5.76,3.40
4.14,5.33,3.38
4.76,5.77,2.73
3.69,5.20,3.60
4.47,6.20,3.34
3.88,4.03,2.95
4.05,5.29,2.74
4.32,4.88,2.66
3.14,3.12,1.80
4.39,6.15,2.95
3.75,5.68,3.56
3.52,3.89,2.49
3.78,4.97,2.87
4.42,5.73,3.50
5.44,6.87,2.45
3.04,5.31,4.45
4.71,4.87,1.66
3.66,5.13,3.64
2.73,3.40,2.59
3.81,5.93,4.21
4.84,7.03,3.62
4.47,4.71,2.07
4.04,6.38,3.91
3.70,4.99,3.37
4.50,6.25,2.35
3.17,4.64,3.90
3.98,5.29,2.88
4.03,5.74,3.17
4.91,7.24,3.37
3.54,4.85,3.40
4.00,4.47,2.74
3.75,4.84,2.59
3.42,3.97,3.19
3.89,4.78,3.43
3.49,4.82,3.48
2.14,4.16,4.04
3.92,4.68,2.89
3.94,5.05,2.66
4.77,6.32,3.29
4.02,4.64,2.44
3.11,4.33,2.88
3.60,4.67,2.72
3.66,5.78,3.74
3.49,4.70,3.01
3.87,5.59,3.91
3.45,3.74,2.59
5.70,5.04,1.45
3.68,4.61,4.19
3.18,3.66,3.01
3.83,4.65,3.16
4.21,4.91,2.77
3.58,4.95,3.14
3.98,4.88,2.92
4.15,5.17,3.20
1.75,3.09,3.37
3.33,4.67,3.76
3.50,4.28,3.85
4.50,4.65,1.35
4.72,6.07,2.60
4.65,6.12,3.58
3.76,4.56,3.36
2.76,4.68,2.95
5.17,4.65,1.67
3.79,4.88,3.45
4.38,5.17,2.53
3.24,4.95,3.21
4.02,3.55,2.49
3.44,3.72,4.15
3.90,4.35,2.08
4.10,4.50,3.24
3.27,5.27,3.69
4.18,5.37,2.47
3.01,4.43,3.77
3.86,4.49,2.03
4.46,5.27,2.85
3.78,5.10,3.52
3.56,3.59,2.84
3.55,4.13,2.42
3.77,4.99,3.99
3.32,4.93,3.80
3.37,4.46,2.73
4.57,6.46,2.62
4.10,5.22,3.37
3.47,4.13,2.52
4.50,4.79,2.43
4.83,5.60,2.09
3.93,4.97,3.09
4.65,5.98,3.44
4.43,4.76,2.56
3.03,4.21,4.09
4.72,5.66,3.56
4.04,4.58,2.03
3.51,4.86,3.49
4.14,5.54,2.57
3.46,5.37,4.08
4.58,6.28,3.08
5.39,5.38,1.78
3.95,4.92,2.50
4.31,5.28,2.13
4.64,5.73,3.02
3.29,5.38,3.19
4.82,5.09,2.88
4.13,5.16,3.08
3.34,4.47,3.16
4.28,4.86,2.92
3.92,5.37,4.17
3.33,5.71,2.74
3.63,5.13,3.72
4.48,5.79,2.62
3.09,3.93,3.17
4.48,5.39,3.21
3.80,4.32,2.21
4.23,5.27,3.87
4.57,5.08,2.32
4.24,6.55,3.50
3.54,4.49,3.58
4.08,4.77,2.32
4.54,6.07,2.28
2.83,4.29,3.77
4.89,6.34,2.61
4.51,6.16,3.52
3.13,3.56,1.88
4.00,3.73,2.56
5.53,4.19,1.45
4.64,4.57,1.74
3.55,4.46,3.17
4.90,4.59,1.98
4.73,4.68,2.55
2.05,4.99,4.63
4.48,5.27,3.06
3.05,3.63,2.61
4.00,5.77,2.78
3.68,4.63,3.45
3.93,6.03,3.52
4.50,5.52,2.74
4.07,5.86,3.33
3.58,5.84,4.36
5.22,7.02,2.91
4.76,5.30,2.49
3.08,4.28,3.03
3.58,3.91,3.16
4.10,4.79,2.79
4.13,6.22,2.99
4.75,6.53,3.77
4.58,5.16,2.62
4.69,5.87,3.64
4.68,4.39,2.10
4.33,5.66,2.93
3.24,4.62,2.58
4.10,4.80,3.01
3.09,5.10,3.79
3.44,5.01,3.94
4.19,5.90,3.12
3.33,4.23,3.67
4.10,5.03,2.72
4.97,5.86,1.81
4.43,4.85,2.67
3.70,3.85,1.44
3.17,4.14,2.80
4.11,5.21,4.11
5.29,6.03,2.24
4.08,5.45,2.52
4.06,4.43,2.60
4.44,5.02,2.73
5.19,6.66,2.62
4.99,5.97,3.86
2.58,4.62,3.57
3.01,5.41,4.55
3.64,4.37,3.31
4.67,4.64,3.36
3.89,4.99,4.21
4.24,5.28,3.24
4.34,6.42,3.06
3.22,4.62,3.75
4.69,5.73,2.72
4.11,5.65,3.23
3.23,4.50,3.50
4.57,5.06,2.55
4.20,5.52,4.01
5.68,5.33,1.70
2.97,4.13,3.79
4.42,5.43,2.88
4.19,5.71,2.70
4.00,5.92,2.92
3.39,4.33,2.94
4.59,5.63,2.42
3.25,5.03,3.61
3.26,4.53,3.06
3.10,4.97,4.30
4.70,4.53,2.65
4.24,4.03,2.65
5.24,4.76,0.79
4.84,6.78,2.32
3.75,4.87,3.55
2.92,5.04,3.61
4.61,5.41,2.69
3.85,5.44,3.78
2.75,3.68,3.15
4.97,6.17,2.11
4.04,4.33,3.04
3.95,4.72,2.87
3.58,4.30,3.31
3.77,4.67,3.32
3.99,5.52,3.29
4.14,4.63,2.07
